round_epochs,loss,acc,val_loss,val_acc,activation1,activation2,activation3,activation4,dropout,optimizer
30,0.01946842484176159,1.0,0.934971034526825,0.75,relu,relu,relu,relu,0.1,adam
30,0.47894200682640076,0.7900000214576721,0.7744861841201782,0.5,relu,relu,relu,relu,0.1,sgd
30,0.10329069942235947,0.9549999833106995,1.1972562074661255,0.6875,relu,relu,relu,relu,0.3,adam
30,0.4983660876750946,0.7900000214576721,0.8283407688140869,0.5,relu,relu,relu,relu,0.3,sgd
30,0.0679652988910675,0.9800000190734863,1.9448211193084717,0.625,relu,relu,relu,relu,0.5,adam
30,0.511661171913147,0.7900000214576721,0.8954117894172668,0.5,relu,relu,relu,relu,0.5,sgd
30,0.0022236814256757498,1.0,1.8985697031021118,0.5625,relu,relu,relu,tanh,0.1,adam
30,0.48371991515159607,0.7900000214576721,0.7430366277694702,0.5,relu,relu,relu,tanh,0.1,sgd
30,0.0033072223886847496,1.0,1.6464219093322754,0.625,relu,relu,relu,tanh,0.3,adam
30,0.5030335783958435,0.7900000214576721,0.8756648302078247,0.5,relu,relu,relu,tanh,0.3,sgd
30,0.004456480499356985,1.0,1.5422687530517578,0.625,relu,relu,relu,tanh,0.5,adam
30,0.45259493589401245,0.7900000214576721,1.0702455043792725,0.5,relu,relu,relu,tanh,0.5,sgd
30,0.010147880762815475,1.0,1.2422738075256348,0.75,relu,relu,tanh,relu,0.1,adam
30,0.45200034976005554,0.7900000214576721,0.7457870244979858,0.5,relu,relu,tanh,relu,0.1,sgd
30,0.0332162082195282,1.0,1.3248533010482788,0.75,relu,relu,tanh,relu,0.3,adam
30,0.4212546944618225,0.7900000214576721,0.8655992150306702,0.5,relu,relu,tanh,relu,0.3,sgd
30,0.036936525255441666,0.9900000095367432,1.9299466609954834,0.625,relu,relu,tanh,relu,0.5,adam
30,0.48654744029045105,0.7900000214576721,0.7908848524093628,0.5,relu,relu,tanh,relu,0.5,sgd
30,0.0010190735338255763,1.0,1.6125003099441528,0.75,relu,relu,tanh,tanh,0.1,adam
30,0.4154253900051117,0.7900000214576721,1.1864476203918457,0.5,relu,relu,tanh,tanh,0.1,sgd
30,0.0027158118318766356,1.0,1.440325140953064,0.75,relu,relu,tanh,tanh,0.3,adam
30,0.42275336384773254,0.8050000071525574,0.9926621317863464,0.5,relu,relu,tanh,tanh,0.3,sgd
30,0.00596744054928422,1.0,1.6001338958740234,0.6875,relu,relu,tanh,tanh,0.5,adam
30,0.4633399248123169,0.7900000214576721,0.7284109592437744,0.5,relu,relu,tanh,tanh,0.5,sgd
30,0.036281511187553406,0.9750000238418579,2.171816349029541,0.5625,relu,tanh,relu,relu,0.1,adam
