round_epochs,loss,acc,val_loss,val_acc,activation1,activation2,activation3,activation4,dropout,optimizer
30,0.5624334216117859,0.7200000286102295,0.7424598932266235,0.5,tanh,relu,relu,tanh,0.5,sgd
30,0.028779365122318268,0.9950000047683716,0.8230322599411011,0.75,tanh,relu,tanh,relu,0.1,adam
30,0.5280487537384033,0.7200000286102295,0.9406601190567017,0.5,tanh,relu,tanh,relu,0.1,sgd
30,0.041028548032045364,0.9900000095367432,0.9448747634887695,0.75,tanh,relu,tanh,relu,0.3,adam
30,0.5319081544876099,0.7300000190734863,0.6780087947845459,0.625,tanh,relu,tanh,relu,0.3,sgd
30,0.04282907396554947,0.9850000143051147,2.2321319580078125,0.5625,tanh,relu,tanh,relu,0.5,adam
30,0.5195220708847046,0.7300000190734863,0.6483866572380066,0.625,tanh,relu,tanh,relu,0.5,sgd
30,0.017748424783349037,1.0,0.9346641302108765,0.75,tanh,relu,tanh,tanh,0.1,adam
30,0.4168013632297516,0.7950000166893005,0.7604905366897583,0.625,tanh,relu,tanh,tanh,0.1,sgd
30,0.01202673465013504,1.0,1.1205763816833496,0.75,tanh,relu,tanh,tanh,0.3,adam
30,0.522447407245636,0.7749999761581421,0.6478877067565918,0.625,tanh,relu,tanh,tanh,0.3,sgd
30,0.018206270411610603,0.9950000047683716,0.6163126826286316,0.8125,tanh,relu,tanh,tanh,0.5,adam
30,0.48116549849510193,0.7400000095367432,0.6000850200653076,0.8125,tanh,relu,tanh,tanh,0.5,sgd
30,0.03963658586144447,0.9900000095367432,1.364396095275879,0.75,tanh,tanh,relu,relu,0.1,adam
30,0.49772799015045166,0.7300000190734863,0.9237797260284424,0.5,tanh,tanh,relu,relu,0.1,sgd
30,0.07957060635089874,0.9649999737739563,1.1786212921142578,0.625,tanh,tanh,relu,relu,0.3,adam
30,0.5316261053085327,0.7250000238418579,0.8293309211730957,0.5,tanh,tanh,relu,relu,0.3,sgd
30,0.06712402403354645,0.9700000286102295,0.575614333152771,0.6875,tanh,tanh,relu,relu,0.5,adam
30,0.541380763053894,0.7300000190734863,0.7628823518753052,0.5,tanh,tanh,relu,relu,0.5,sgd
30,0.007643313612788916,1.0,1.031135082244873,0.75,tanh,tanh,relu,tanh,0.1,adam
30,0.43402495980262756,0.7799999713897705,1.0035045146942139,0.5,tanh,tanh,relu,tanh,0.1,sgd
30,0.017035411670804024,1.0,1.681483507156372,0.5625,tanh,tanh,relu,tanh,0.3,adam
30,0.451333612203598,0.7850000262260437,0.7618821859359741,0.625,tanh,tanh,relu,tanh,0.3,sgd
30,0.019012797623872757,1.0,0.8306784629821777,0.625,tanh,tanh,relu,tanh,0.5,adam
30,0.49526500701904297,0.7850000262260437,0.6167711019515991,0.625,tanh,tanh,relu,tanh,0.5,sgd
30,0.012490642257034779,1.0,1.151337742805481,0.75,tanh,tanh,tanh,relu,0.1,adam
30,0.4897221624851227,0.7300000190734863,0.6406282186508179,0.75,tanh,tanh,tanh,relu,0.1,sgd
30,0.07068225741386414,0.9800000190734863,0.5633346438407898,0.8125,tanh,tanh,tanh,relu,0.3,adam
30,0.5084962248802185,0.7400000095367432,0.8111855983734131,0.5,tanh,tanh,tanh,relu,0.3,sgd
30,0.10151731222867966,0.9700000286102295,0.6309329867362976,0.8125,tanh,tanh,tanh,relu,0.5,adam
30,0.46270549297332764,0.7649999856948853,0.6603403091430664,0.625,tanh,tanh,tanh,relu,0.5,sgd
30,0.01802641525864601,1.0,0.9150630235671997,0.75,tanh,tanh,tanh,tanh,0.1,adam
30,0.45039427280426025,0.7599999904632568,0.693043053150177,0.625,tanh,tanh,tanh,tanh,0.1,sgd
30,0.013362996280193329,1.0,0.8422055840492249,0.75,tanh,tanh,tanh,tanh,0.3,adam
30,0.4050782024860382,0.8100000023841858,0.5598057508468628,0.8125,tanh,tanh,tanh,tanh,0.3,sgd
30,0.04769197478890419,0.9850000143051147,0.49640047550201416,0.875,tanh,tanh,tanh,tanh,0.5,adam
30,0.4280414581298828,0.8100000023841858,0.6938536167144775,0.625,tanh,tanh,tanh,tanh,0.5,sgd
