round_epochs,loss,acc,val_loss,val_acc,activation1,activation2,activation3,activation4,dropout,optimizer
30,0.48794543743133545,0.7599999904632568,0.6815013885498047,0.625,relu,tanh,relu,tanh,0.5,sgd
30,0.01905480958521366,1.0,1.3213202953338623,0.625,relu,tanh,tanh,relu,0.1,adam
30,0.5320552587509155,0.7200000286102295,0.703432559967041,0.5,relu,tanh,tanh,relu,0.1,sgd
30,0.014384088106453419,0.9950000047683716,1.1213101148605347,0.6875,relu,tanh,tanh,relu,0.3,adam
30,0.44597601890563965,0.8149999976158142,0.8296933174133301,0.625,relu,tanh,tanh,relu,0.3,sgd
30,0.04757712781429291,0.9850000143051147,0.6712861657142639,0.75,relu,tanh,tanh,relu,0.5,adam
30,0.5122430920600891,0.7250000238418579,0.7220840454101562,0.5,relu,tanh,tanh,relu,0.5,sgd
30,0.003266317769885063,1.0,1.128082275390625,0.6875,relu,tanh,tanh,tanh,0.1,adam
30,0.3831702470779419,0.875,0.7647646069526672,0.625,relu,tanh,tanh,tanh,0.1,sgd
30,0.0034817566629499197,1.0,0.8721393346786499,0.75,relu,tanh,tanh,tanh,0.3,adam
30,0.3993631601333618,0.8100000023841858,0.5915402173995972,0.625,relu,tanh,tanh,tanh,0.3,sgd
30,0.013043676503002644,1.0,0.7409429550170898,0.8125,relu,tanh,tanh,tanh,0.5,adam
30,0.4004923701286316,0.7950000166893005,0.5790489315986633,0.75,relu,tanh,tanh,tanh,0.5,sgd
30,0.06394748389720917,0.9750000238418579,0.5625497102737427,0.75,tanh,relu,relu,relu,0.1,adam
30,0.5255148410797119,0.7200000286102295,0.7596218585968018,0.5,tanh,relu,relu,relu,0.1,sgd
30,0.08192291855812073,0.9750000238418579,1.1068882942199707,0.6875,tanh,relu,relu,relu,0.3,adam
30,0.5342945456504822,0.7450000047683716,0.6392430067062378,0.6875,tanh,relu,relu,relu,0.3,sgd
30,0.21867793798446655,0.9100000262260437,1.0964386463165283,0.625,tanh,relu,relu,relu,0.5,adam
30,0.4774913787841797,0.7749999761581421,0.8070849180221558,0.5625,tanh,relu,relu,relu,0.5,sgd
30,0.0038312345277518034,1.0,0.8472194671630859,0.75,tanh,relu,relu,tanh,0.1,adam
30,0.4438658654689789,0.7699999809265137,0.7163810133934021,0.625,tanh,relu,relu,tanh,0.1,sgd
30,0.03574617952108383,0.9900000095367432,0.4307080805301666,0.8125,tanh,relu,relu,tanh,0.3,adam
30,0.5108339786529541,0.75,0.7063829898834229,0.5625,tanh,relu,relu,tanh,0.3,sgd
30,0.04675465077161789,0.9750000238418579,0.9775519967079163,0.6875,tanh,relu,relu,tanh,0.5,adam
30,0.5544836521148682,0.6700000166893005,1.0437061786651611,0.5,tanh,relu,relu,tanh,0.5,sgd
30,0.014229871332645416,0.9950000047683716,1.0694775581359863,0.75,tanh,relu,tanh,relu,0.1,adam
30,0.4851727783679962,0.7450000047683716,0.6645668148994446,0.625,tanh,relu,tanh,relu,0.1,sgd
30,0.055222444236278534,0.9800000190734863,0.4957406520843506,0.8125,tanh,relu,tanh,relu,0.3,adam
30,0.4779258072376251,0.7649999856948853,0.6857308149337769,0.625,tanh,relu,tanh,relu,0.3,sgd
30,0.05062614008784294,0.9900000095367432,1.0729424953460693,0.6875,tanh,relu,tanh,relu,0.5,adam
30,0.5069511532783508,0.7649999856948853,0.809378445148468,0.5,tanh,relu,tanh,relu,0.5,sgd
30,0.006408186163753271,1.0,0.8800147771835327,0.75,tanh,relu,tanh,tanh,0.1,adam
30,0.4445083737373352,0.7950000166893005,0.929782509803772,0.5625,tanh,relu,tanh,tanh,0.1,sgd
30,0.013886291533708572,1.0,0.7024355530738831,0.8125,tanh,relu,tanh,tanh,0.3,adam
30,0.43560731410980225,0.7850000262260437,0.8482958674430847,0.625,tanh,relu,tanh,tanh,0.3,sgd
30,0.04085159674286842,0.9850000143051147,0.602755069732666,0.8125,tanh,relu,tanh,tanh,0.5,adam
30,0.46830105781555176,0.7749999761581421,0.8593531847000122,0.5625,tanh,relu,tanh,tanh,0.5,sgd
30,0.014884812757372856,1.0,0.47519952058792114,0.8125,tanh,tanh,relu,relu,0.1,adam
30,0.5057954788208008,0.7400000095367432,0.752651572227478,0.5625,tanh,tanh,relu,relu,0.1,sgd
30,0.07512988150119781,0.9750000238418579,0.49680811166763306,0.8125,tanh,tanh,relu,relu,0.3,adam
30,0.4860268831253052,0.7450000047683716,0.8452825546264648,0.5,tanh,tanh,relu,relu,0.3,sgd
30,0.12691542506217957,0.9350000023841858,0.5546456575393677,0.75,tanh,tanh,relu,relu,0.5,adam
30,0.4675252437591553,0.75,0.733393669128418,0.625,tanh,tanh,relu,relu,0.5,sgd
30,0.0073433127254247665,1.0,1.0793159008026123,0.625,tanh,tanh,relu,tanh,0.1,adam
30,0.3475651443004608,0.8550000190734863,0.720378041267395,0.625,tanh,tanh,relu,tanh,0.1,sgd
30,0.010387040674686432,1.0,0.5652751922607422,0.8125,tanh,tanh,relu,tanh,0.3,adam
30,0.48247024416923523,0.7400000095367432,0.6223540306091309,0.5625,tanh,tanh,relu,tanh,0.3,sgd
30,0.016953593119978905,1.0,0.5990422368049622,0.8125,tanh,tanh,relu,tanh,0.5,adam
30,0.4093731641769409,0.8100000023841858,1.0803302526474,0.5625,tanh,tanh,relu,tanh,0.5,sgd
30,0.017249351367354393,1.0,0.7146148681640625,0.75,tanh,tanh,tanh,relu,0.1,adam
30,0.3980187475681305,0.8149999976158142,0.8307904601097107,0.625,tanh,tanh,tanh,relu,0.1,sgd
30,0.03479648754000664,0.9850000143051147,0.6371084451675415,0.8125,tanh,tanh,tanh,relu,0.3,adam
30,0.42364266514778137,0.8199999928474426,0.7527351379394531,0.625,tanh,tanh,tanh,relu,0.3,sgd
30,0.06752344220876694,0.9649999737739563,0.7834739089012146,0.6875,tanh,tanh,tanh,relu,0.5,adam
30,0.4082009494304657,0.8149999976158142,0.7586202025413513,0.625,tanh,tanh,tanh,relu,0.5,sgd
30,0.0086844926699996,1.0,0.685218870639801,0.75,tanh,tanh,tanh,tanh,0.1,adam
30,0.36304038763046265,0.8399999737739563,0.9513140320777893,0.625,tanh,tanh,tanh,tanh,0.1,sgd
30,0.010759973898530006,1.0,0.533204972743988,0.8125,tanh,tanh,tanh,tanh,0.3,adam
30,0.3548250198364258,0.8700000047683716,0.6343035697937012,0.5625,tanh,tanh,tanh,tanh,0.3,sgd
30,0.008951601572334766,1.0,0.7238672375679016,0.75,tanh,tanh,tanh,tanh,0.5,adam
30,0.39695724844932556,0.8100000023841858,0.7457553744316101,0.625,tanh,tanh,tanh,tanh,0.5,sgd
