round_epochs,loss,acc,val_loss,val_acc,activation1,activation2,activation3,activation4,dropout,optimizer
30,0.43438640236854553,0.7799999713897705,0.9211510419845581,0.5,tanh,relu,tanh,tanh,0.3,sgd
30,0.01077564712613821,1.0,1.137777328491211,0.75,tanh,relu,tanh,tanh,0.5,adam
30,0.4242469072341919,0.800000011920929,1.068904161453247,0.5,tanh,relu,tanh,tanh,0.5,sgd
30,0.08536579459905624,0.9649999737739563,1.5483214855194092,0.6875,tanh,tanh,relu,relu,0.1,adam
30,0.491308331489563,0.7549999952316284,0.8166922330856323,0.5,tanh,tanh,relu,relu,0.1,sgd
30,0.04643376171588898,0.9850000143051147,1.2192027568817139,0.75,tanh,tanh,relu,relu,0.3,adam
30,0.46556565165519714,0.7799999713897705,0.6657532453536987,0.625,tanh,tanh,relu,relu,0.3,sgd
30,0.10609586536884308,0.9649999737739563,1.0795934200286865,0.6875,tanh,tanh,relu,relu,0.5,adam
30,0.5087599158287048,0.7549999952316284,0.7244149446487427,0.5,tanh,tanh,relu,relu,0.5,sgd
30,0.007922815158963203,1.0,1.2235069274902344,0.8125,tanh,tanh,relu,tanh,0.1,adam
30,0.43753695487976074,0.7799999713897705,0.6910591125488281,0.625,tanh,tanh,relu,tanh,0.1,sgd
30,0.013433427549898624,1.0,1.4542101621627808,0.6875,tanh,tanh,relu,tanh,0.3,adam
30,0.4612046778202057,0.7749999761581421,0.7700746059417725,0.5,tanh,tanh,relu,tanh,0.3,sgd
30,0.04792463406920433,0.9900000095367432,1.123204231262207,0.625,tanh,tanh,relu,tanh,0.5,adam
30,0.4529132843017578,0.7599999904632568,0.6711868047714233,0.625,tanh,tanh,relu,tanh,0.5,sgd
30,0.04672735556960106,0.9850000143051147,1.0437453985214233,0.75,tanh,tanh,tanh,relu,0.1,adam
30,0.46823179721832275,0.7549999952316284,0.9796817302703857,0.5,tanh,tanh,tanh,relu,0.1,sgd
30,0.07494720071554184,0.9850000143051147,0.8824166059494019,0.75,tanh,tanh,tanh,relu,0.3,adam
30,0.48596110939979553,0.7599999904632568,0.7085080146789551,0.625,tanh,tanh,tanh,relu,0.3,sgd
30,0.210538849234581,0.949999988079071,0.4306636452674866,0.8125,tanh,tanh,tanh,relu,0.5,adam
30,0.4835120439529419,0.7549999952316284,0.7214514017105103,0.625,tanh,tanh,tanh,relu,0.5,sgd
30,0.036015819758176804,0.9950000047683716,0.9511786699295044,0.75,tanh,tanh,tanh,tanh,0.1,adam
30,0.39082854986190796,0.8399999737739563,0.6434751749038696,0.625,tanh,tanh,tanh,tanh,0.1,sgd
30,0.017883917316794395,1.0,1.2411108016967773,0.75,tanh,tanh,tanh,tanh,0.3,adam
30,0.42294296622276306,0.8149999976158142,0.70995032787323,0.625,tanh,tanh,tanh,tanh,0.3,sgd
30,0.04114091023802757,0.9900000095367432,1.051769495010376,0.75,tanh,tanh,tanh,tanh,0.5,adam
30,0.39949938654899597,0.8299999833106995,0.8327192664146423,0.625,tanh,tanh,tanh,tanh,0.5,sgd
